model,manufacturer,type,resolution,features,url
DS-2CD2043G2-IU,Hikvision,Bullet,4MP,"AcuSense,IR 40m,Built-in mic,IP67",https://www.hikvision.com/en/products/IP-Products/Network-Cameras/
